3.0,4.0
10.0,5.0
20.0,5.0
30.0,5.0
40.0,5.0
50.0,5.0
60.0,5.0
70.0,5.0
80.0,5.0
90.0,5.0
100.0,5.0
150.0,5.0
1000.0,5.0
1500.0,5.0
2000.0,5.0
