3.0,7.0
10.0,12.0
20.0,15.0
30.0,18.0
40.0,20.0
50.0,21.0
60.0,23.0
70.0,24.0
80.0,25.0
90.0,25.0
100.0,25.0
150.0,25.0
200.0,25.0
300.0,25.0
500.0,25.0
