3.0,11.0
10.0,17.0
20.0,23.0
30.0,26.0
40.0,30.0
50.0,32.0
60.0,35.0
70.0,37.0
80.0,39.0
90.0,41.0
100.0,43.0
150.0,51.0
1000.0,104.0
1500.0,104.0
2000.0,104.0
